;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/6/2010 11:21:07 PM
;----------------------------------------------

;Address Opcode 	ASM
0x043C	0x0EFF      	MOVLW       255
0x043E	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0440	0x0009      	TBLRD*+
0x0442	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0446	0xD3FE      	BRA         L_printChar125
L_printChar124:
;pov++.c,494 :: 		else if(letter == '0') PORTA = letter_0[n];
0x0448	0x501D      	MOVF        FARG_printChar_letter, 0 
0x044A	0x0A30      	XORLW       48
0x044C	0xE110      	BNZ         L_printChar126
0x044E	0x0ECB      	MOVLW       _letter_0
0x0450	0x2401      	ADDWF       R1, 0 
0x0452	0x6EF6      	MOVWF       4086 
0x0454	0x0E17      	MOVLW       hi_addr(_letter_0)
0x0456	0x2002      	ADDWFC      R2, 0 
0x0458	0x6EF7      	MOVWF       TBLPTRH 
0x045A	0x0E00      	MOVLW       higher_addr(_letter_0)
0x045C	0x6EF8      	MOVWF       TBLPTRU 
0x045E	0x0E00      	MOVLW       0
0x0460	0xBE02      	BTFSC       R2, 7 
0x0462	0x0EFF      	MOVLW       255
0x0464	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0466	0x0009      	TBLRD*+
0x0468	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x046C	0xD3EB      	BRA         L_printChar127
L_printChar126:
;pov++.c,495 :: 		else if(letter == '1') PORTA = letter_1[n];
0x046E	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0470	0x0A31      	XORLW       49
0x0472	0xE110      	BNZ         L_printChar128
0x0474	0x0ED3      	MOVLW       _letter_1
0x0476	0x2401      	ADDWF       R1, 0 
0x0478	0x6EF6      	MOVWF       4086 
0x047A	0x0E17      	MOVLW       hi_addr(_letter_1)
0x047C	0x2002      	ADDWFC      R2, 0 
0x047E	0x6EF7      	MOVWF       TBLPTRH 
0x0480	0x0E00      	MOVLW       higher_addr(_letter_1)
0x0482	0x6EF8      	MOVWF       TBLPTRU 
0x0484	0x0E00      	MOVLW       0
0x0486	0xBE02      	BTFSC       R2, 7 
0x0488	0x0EFF      	MOVLW       255
0x048A	0x22F8      	ADDWFC      TBLPTRU, 1 
0x048C	0x0009      	TBLRD*+
0x048E	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0492	0xD3D8      	BRA         L_printChar129
L_printChar128:
;pov++.c,496 :: 		else if(letter == '2') PORTA = letter_2[n];
0x0494	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0496	0x0A32      	XORLW       50
0x0498	0xE110      	BNZ         L_printChar130
0x049A	0x0EC3      	MOVLW       _letter_2
0x049C	0x2401      	ADDWF       R1, 0 
0x049E	0x6EF6      	MOVWF       4086 
0x04A0	0x0E17      	MOVLW       hi_addr(_letter_2)
0x04A2	0x2002      	ADDWFC      R2, 0 
0x04A4	0x6EF7      	MOVWF       TBLPTRH 
0x04A6	0x0E00      	MOVLW       higher_addr(_letter_2)
0x04A8	0x6EF8      	MOVWF       TBLPTRU 
0x04AA	0x0E00      	MOVLW       0
0x04AC	0xBE02      	BTFSC       R2, 7 
0x04AE	0x0EFF      	MOVLW       255
0x04B0	0x22F8      	ADDWFC      TBLPTRU, 1 
0x04B2	0x0009      	TBLRD*+
0x04B4	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x04B8	0xD3C5      	BRA         L_printChar131
L_printChar130:
;pov++.c,497 :: 		else if(letter == '3') PORTA = letter_3[n];
0x04BA	0x501D      	MOVF        FARG_printChar_letter, 0 
0x04BC	0x0A33      	XORLW       51
0x04BE	0xE110      	BNZ         L_printChar132
0x04C0	0x0EB3      	MOVLW       _letter_3
0x04C2	0x2401      	ADDWF       R1, 0 
0x04C4	0x6EF6      	MOVWF       4086 
0x04C6	0x0E17      	MOVLW       hi_addr(_letter_3)
0x04C8	0x2002      	ADDWFC      R2, 0 
0x04CA	0x6EF7      	MOVWF       TBLPTRH 
0x04CC	0x0E00      	MOVLW       higher_addr(_letter_3)
0x04CE	0x6EF8      	MOVWF       TBLPTRU 
0x04D0	0x0E00      	MOVLW       0
0x04D2	0xBE02      	BTFSC       R2, 7 
0x04D4	0x0EFF      	MOVLW       255
0x04D6	0x22F8      	ADDWFC      TBLPTRU, 1 
0x04D8	0x0009      	TBLRD*+
0x04DA	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x04DE	0xD3B2      	BRA         L_printChar133
L_printChar132:
;pov++.c,498 :: 		else if(letter == '4') PORTA = letter_4[n];
0x04E0	0x501D      	MOVF        FARG_printChar_letter, 0 
0x04E2	0x0A34      	XORLW       52
0x04E4	0xE110      	BNZ         L_printChar134
0x04E6	0x0EBB      	MOVLW       _letter_4
0x04E8	0x2401      	ADDWF       R1, 0 
0x04EA	0x6EF6      	MOVWF       4086 
0x04EC	0x0E17      	MOVLW       hi_addr(_letter_4)
0x04EE	0x2002      	ADDWFC      R2, 0 
0x04F0	0x6EF7      	MOVWF       TBLPTRH 
0x04F2	0x0E00      	MOVLW       higher_addr(_letter_4)
0x04F4	0x6EF8      	MOVWF       TBLPTRU 
0x04F6	0x0E00      	MOVLW       0
0x04F8	0xBE02      	BTFSC       R2, 7 
0x04FA	0x0EFF      	MOVLW       255
0x04FC	0x22F8      	ADDWFC      TBLPTRU, 1 
0x04FE	0x0009      	TBLRD*+
0x0500	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0504	0xD39F      	BRA         L_printChar135
L_printChar134:
;pov++.c,499 :: 		else if(letter == '5') PORTA = letter_5[n];
0x0506	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0508	0x0A35      	XORLW       53
0x050A	0xE110      	BNZ         L_printChar136
0x050C	0x0E83      	MOVLW       _letter_5
0x050E	0x2401      	ADDWF       R1, 0 
0x0510	0x6EF6      	MOVWF       4086 
0x0512	0x0E17      	MOVLW       hi_addr(_letter_5)
0x0514	0x2002      	ADDWFC      R2, 0 
0x0516	0x6EF7      	MOVWF       TBLPTRH 
0x0518	0x0E00      	MOVLW       higher_addr(_letter_5)
0x051A	0x6EF8      	MOVWF       TBLPTRU 
0x051C	0x0E00      	MOVLW       0
0x051E	0xBE02      	BTFSC       R2, 7 
0x0520	0x0EFF      	MOVLW       255
0x0522	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0524	0x0009      	TBLRD*+
0x0526	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x052A	0xD38C      	BRA         L_printChar137
L_printChar136:
;pov++.c,500 :: 		else if(letter == '6') PORTA = letter_6[n];
0x052C	0x501D      	MOVF        FARG_printChar_letter, 0 
0x052E	0x0A36      	XORLW       54
0x0530	0xE110      	BNZ         L_printChar138
0x0532	0x0E4B      	MOVLW       _letter_6
0x0534	0x2401      	ADDWF       R1, 0 
0x0536	0x6EF6      	MOVWF       4086 
0x0538	0x0E17      	MOVLW       hi_addr(_letter_6)
0x053A	0x2002      	ADDWFC      R2, 0 
0x053C	0x6EF7      	MOVWF       TBLPTRH 
0x053E	0x0E00      	MOVLW       higher_addr(_letter_6)
0x0540	0x6EF8      	MOVWF       TBLPTRU 
0x0542	0x0E00      	MOVLW       0
0x0544	0xBE02      	BTFSC       R2, 7 
0x0546	0x0EFF      	MOVLW       255
0x0548	0x22F8      	ADDWFC      TBLPTRU, 1 
0x054A	0x0009      	TBLRD*+
0x054C	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0550	0xD379      	BRA         L_printChar139
L_printChar138:
;pov++.c,501 :: 		else if(letter == '7') PORTA = letter_7[n];
0x0552	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0554	0x0A37      	XORLW       55
0x0556	0xE110      	BNZ         L_printChar140
0x0558	0x0E53      	MOVLW       _letter_7
0x055A	0x2401      	ADDWF       R1, 0 
0x055C	0x6EF6      	MOVWF       4086 
0x055E	0x0E17      	MOVLW       hi_addr(_letter_7)
0x0560	0x2002      	ADDWFC      R2, 0 
0x0562	0x6EF7      	MOVWF       TBLPTRH 
0x0564	0x0E00      	MOVLW       higher_addr(_letter_7)
0x0566	0x6EF8      	MOVWF       TBLPTRU 
0x0568	0x0E00      	MOVLW       0
0x056A	0xBE02      	BTFSC       R2, 7 
0x056C	0x0EFF      	MOVLW       255
0x056E	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0570	0x0009      	TBLRD*+
0x0572	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0576	0xD366      	BRA         L_printChar141
L_printChar140:
;pov++.c,502 :: 		else if(letter == '8') PORTA = letter_8[n];
0x0578	0x501D      	MOVF        FARG_printChar_letter, 0 
0x057A	0x0A38      	XORLW       56
0x057C	0xE110      	BNZ         L_printChar142
0x057E	0x0E43      	MOVLW       _letter_8
0x0580	0x2401      	ADDWF       R1, 0 
0x0582	0x6EF6      	MOVWF       4086 
0x0584	0x0E17      	MOVLW       hi_addr(_letter_8)
0x0586	0x2002      	ADDWFC      R2, 0 
0x0588	0x6EF7      	MOVWF       TBLPTRH 
0x058A	0x0E00      	MOVLW       higher_addr(_letter_8)
0x058C	0x6EF8      	MOVWF       TBLPTRU 
0x058E	0x0E00      	MOVLW       0
0x0590	0xBE02      	BTFSC       R2, 7 
0x0592	0x0EFF      	MOVLW       255
0x0594	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0596	0x0009      	TBLRD*+
0x0598	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x059C	0xD353      	BRA         L_printChar143
L_printChar142:
;pov++.c,503 :: 		else if(letter == '9') PORTA = letter_9[n];
0x059E	0x501D      	MOVF        FARG_printChar_letter, 0 
0x05A0	0x0A39      	XORLW       57
0x05A2	0xE110      	BNZ         L_printChar144
0x05A4	0x0E33      	MOVLW       _letter_9
0x05A6	0x2401      	ADDWF       R1, 0 
0x05A8	0x6EF6      	MOVWF       4086 
0x05AA	0x0E17      	MOVLW       hi_addr(_letter_9)
0x05AC	0x2002      	ADDWFC      R2, 0 
0x05AE	0x6EF7      	MOVWF       TBLPTRH 
0x05B0	0x0E00      	MOVLW       higher_addr(_letter_9)
0x05B2	0x6EF8      	MOVWF       TBLPTRU 
0x05B4	0x0E00      	MOVLW       0
0x05B6	0xBE02      	BTFSC       R2, 7 
0x05B8	0x0EFF      	MOVLW       255
0x05BA	0x22F8      	ADDWFC      TBLPTRU, 1 
0x05BC	0x0009      	TBLRD*+
0x05BE	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x05C2	0xD340      	BRA         L_printChar145
L_printChar144:
;pov++.c,504 :: 		else if(letter == '.') PORTA = letter_PERIOD[n];
0x05C4	0x501D      	MOVF        FARG_printChar_letter, 0 
0x05C6	0x0A2E      	XORLW       46
0x05C8	0xE110      	BNZ         L_printChar146
0x05CA	0x0E3B      	MOVLW       _letter_PERIOD
0x05CC	0x2401      	ADDWF       R1, 0 
0x05CE	0x6EF6      	MOVWF       4086 
0x05D0	0x0E17      	MOVLW       hi_addr(_letter_PERIOD)
0x05D2	0x2002      	ADDWFC      R2, 0 
0x05D4	0x6EF7      	MOVWF       TBLPTRH 
0x05D6	0x0E00      	MOVLW       higher_addr(_letter_PERIOD)
0x05D8	0x6EF8      	MOVWF       TBLPTRU 
0x05DA	0x0E00      	MOVLW       0
0x05DC	0xBE02      	BTFSC       R2, 7 
0x05DE	0x0EFF      	MOVLW       255
0x05E0	0x22F8      	ADDWFC      TBLPTRU, 1 
0x05E2	0x0009      	TBLRD*+
0x05E4	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x05E8	0xD32D      	BRA         L_printChar147
L_printChar146:
;pov++.c,505 :: 		else if(letter == ',') PORTA = letter_COMMA[n];
0x05EA	0x501D      	MOVF        FARG_printChar_letter, 0 
0x05EC	0x0A2C      	XORLW       44
0x05EE	0xE110      	BNZ         L_printChar148
0x05F0	0x0E73      	MOVLW       _letter_COMMA
0x05F2	0x2401      	ADDWF       R1, 0 
0x05F4	0x6EF6      	MOVWF       4086 
0x05F6	0x0E17      	MOVLW       hi_addr(_letter_COMMA)
0x05F8	0x2002      	ADDWFC      R2, 0 
0x05FA	0x6EF7      	MOVWF       TBLPTRH 
0x05FC	0x0E00      	MOVLW       higher_addr(_letter_COMMA)
0x05FE	0x6EF8      	MOVWF       TBLPTRU 
0x0600	0x0E00      	MOVLW       0
0x0602	0xBE02      	BTFSC       R2, 7 
0x0604	0x0EFF      	MOVLW       255
0x0606	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0608	0x0009      	TBLRD*+
0x060A	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x060E	0xD31A      	BRA         L_printChar149
L_printChar148:
;pov++.c,506 :: 		else if(letter == 34 ) PORTA = letter_QUOTE[n];  //standard straight quote
0x0610	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0612	0x0A22      	XORLW       34
0x0614	0xE110      	BNZ         L_printChar150
0x0616	0x0E7B      	MOVLW       _letter_QUOTE
0x0618	0x2401      	ADDWF       R1, 0 
0x061A	0x6EF6      	MOVWF       4086 
0x061C	0x0E17      	MOVLW       hi_addr(_letter_QUOTE)
0x061E	0x2002      	ADDWFC      R2, 0 
0x0620	0x6EF7      	MOVWF       TBLPTRH 
0x0622	0x0E00      	MOVLW       higher_addr(_letter_QUOTE)
0x0624	0x6EF8      	MOVWF       TBLPTRU 
0x0626	0x0E00      	MOVLW       0
0x0628	0xBE02      	BTFSC       R2, 7 
0x062A	0x0EFF      	MOVLW       255
0x062C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x062E	0x0009      	TBLRD*+
0x0630	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0634	0xD307      	BRA         L_printChar151
L_printChar150:
;pov++.c,507 :: 		else if(letter == 147 ) PORTA = letter_QUOTE[n]; //left quote
0x0636	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0638	0x0A93      	XORLW       147
0x063A	0xE110      	BNZ         L_printChar152
0x063C	0x0E7B      	MOVLW       _letter_QUOTE
0x063E	0x2401      	ADDWF       R1, 0 
0x0640	0x6EF6      	MOVWF       4086 
0x0642	0x0E17      	MOVLW       hi_addr(_letter_QUOTE)
0x0644	0x2002      	ADDWFC      R2, 0 
0x0646	0x6EF7      	MOVWF       TBLPTRH 
0x0648	0x0E00      	MOVLW       higher_addr(_letter_QUOTE)
0x064A	0x6EF8      	MOVWF       TBLPTRU 
0x064C	0x0E00      	MOVLW       0
0x064E	0xBE02      	BTFSC       R2, 7 
0x0650	0x0EFF      	MOVLW       255
0x0652	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0654	0x0009      	TBLRD*+
0x0656	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x065A	0xD2F4      	BRA         L_printChar153
L_printChar152:
;pov++.c,508 :: 		else if(letter == 148 ) PORTA = letter_QUOTE[n]; //right quote
0x065C	0x501D      	MOVF        FARG_printChar_letter, 0 
0x065E	0x0A94      	XORLW       148
0x0660	0xE110      	BNZ         L_printChar154
0x0662	0x0E7B      	MOVLW       _letter_QUOTE
0x0664	0x2401      	ADDWF       R1, 0 
0x0666	0x6EF6      	MOVWF       4086 
0x0668	0x0E17      	MOVLW       hi_addr(_letter_QUOTE)
0x066A	0x2002      	ADDWFC      R2, 0 
0x066C	0x6EF7      	MOVWF       TBLPTRH 
0x066E	0x0E00      	MOVLW       higher_addr(_letter_QUOTE)
0x0670	0x6EF8      	MOVWF       TBLPTRU 
0x0672	0x0E00      	MOVLW       0
0x0674	0xBE02      	BTFSC       R2, 7 
0x0676	0x0EFF      	MOVLW       255
0x0678	0x22F8      	ADDWFC      TBLPTRU, 1 
0x067A	0x0009      	TBLRD*+
0x067C	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0680	0xD2E1      	BRA         L_printChar155
L_printChar154:
;pov++.c,509 :: 		else if(letter == 39 ) PORTA = letter_SINGLE_QUOTE[n];  //straight single quote
0x0682	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0684	0x0A27      	XORLW       39
0x0686	0xE110      	BNZ         L_printChar156
0x0688	0x0E6B      	MOVLW       _letter_SINGLE_QUOTE
0x068A	0x2401      	ADDWF       R1, 0 
0x068C	0x6EF6      	MOVWF       4086 
0x068E	0x0E17      	MOVLW       hi_addr(_letter_SINGLE_QUOTE)
0x0690	0x2002      	ADDWFC      R2, 0 
0x0692	0x6EF7      	MOVWF       TBLPTRH 
0x0694	0x0E00      	MOVLW       higher_addr(_letter_SINGLE_QUOTE)
0x0696	0x6EF8      	MOVWF       TBLPTRU 
0x0698	0x0E00      	MOVLW       0
0x069A	0xBE02      	BTFSC       R2, 7 
0x069C	0x0EFF      	MOVLW       255
0x069E	0x22F8      	ADDWFC      TBLPTRU, 1 
0x06A0	0x0009      	TBLRD*+
0x06A2	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x06A6	0xD2CE      	BRA         L_printChar157
L_printChar156:
;pov++.c,510 :: 		else if(letter == 145 ) PORTA = letter_SINGLE_QUOTE[n]; //left single quote
0x06A8	0x501D      	MOVF        FARG_printChar_letter, 0 
0x06AA	0x0A91      	XORLW       145
0x06AC	0xE110      	BNZ         L_printChar158
0x06AE	0x0E6B      	MOVLW       _letter_SINGLE_QUOTE
0x06B0	0x2401      	ADDWF       R1, 0 
0x06B2	0x6EF6      	MOVWF       4086 
0x06B4	0x0E17      	MOVLW       hi_addr(_letter_SINGLE_QUOTE)
0x06B6	0x2002      	ADDWFC      R2, 0 
0x06B8	0x6EF7      	MOVWF       TBLPTRH 
0x06BA	0x0E00      	MOVLW       higher_addr(_letter_SINGLE_QUOTE)
0x06BC	0x6EF8      	MOVWF       TBLPTRU 
0x06BE	0x0E00      	MOVLW       0
0x06C0	0xBE02      	BTFSC       R2, 7 
0x06C2	0x0EFF      	MOVLW       255
0x06C4	0x22F8      	ADDWFC      TBLPTRU, 1 
0x06C6	0x0009      	TBLRD*+
0x06C8	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x06CC	0xD2BB      	BRA         L_printChar159
L_printChar158:
;pov++.c,511 :: 		else if(letter == 146 ) PORTA = letter_SINGLE_QUOTE[n]; //right single quote
0x06CE	0x501D      	MOVF        FARG_printChar_letter, 0 
0x06D0	0x0A92      	XORLW       146
0x06D2	0xE110      	BNZ         L_printChar160
0x06D4	0x0E6B      	MOVLW       _letter_SINGLE_QUOTE
0x06D6	0x2401      	ADDWF       R1, 0 
0x06D8	0x6EF6      	MOVWF       4086 
0x06DA	0x0E17      	MOVLW       hi_addr(_letter_SINGLE_QUOTE)
0x06DC	0x2002      	ADDWFC      R2, 0 
0x06DE	0x6EF7      	MOVWF       TBLPTRH 
0x06E0	0x0E00      	MOVLW       higher_addr(_letter_SINGLE_QUOTE)
0x06E2	0x6EF8      	MOVWF       TBLPTRU 
0x06E4	0x0E00      	MOVLW       0
0x06E6	0xBE02      	BTFSC       R2, 7 
0x06E8	0x0EFF      	MOVLW       255
0x06EA	0x22F8      	ADDWFC      TBLPTRU, 1 
0x06EC	0x0009      	TBLRD*+
0x06EE	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x06F2	0xD2A8      	BRA         L_printChar161
L_printChar160:
;pov++.c,512 :: 		else if(letter == '?') PORTA = letter_QUESTION[n];
0x06F4	0x501D      	MOVF        FARG_printChar_letter, 0 
0x06F6	0x0A3F      	XORLW       63
0x06F8	0xE110      	BNZ         L_printChar162
0x06FA	0x0E5B      	MOVLW       _letter_QUESTION
0x06FC	0x2401      	ADDWF       R1, 0 
0x06FE	0x6EF6      	MOVWF       4086 
0x0700	0x0E17      	MOVLW       hi_addr(_letter_QUESTION)
0x0702	0x2002      	ADDWFC      R2, 0 
0x0704	0x6EF7      	MOVWF       TBLPTRH 
0x0706	0x0E00      	MOVLW       higher_addr(_letter_QUESTION)
0x0708	0x6EF8      	MOVWF       TBLPTRU 
0x070A	0x0E00      	MOVLW       0
0x070C	0xBE02      	BTFSC       R2, 7 
0x070E	0x0EFF      	MOVLW       255
0x0710	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0712	0x0009      	TBLRD*+
0x0714	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0718	0xD295      	BRA         L_printChar163
L_printChar162:
;pov++.c,513 :: 		else if(letter == '!') PORTA = letter_EXCLAIM[n];
0x071A	0x501D      	MOVF        FARG_printChar_letter, 0 
0x071C	0x0A21      	XORLW       33
0x071E	0xE110      	BNZ         L_printChar164
0x0720	0x0E63      	MOVLW       _letter_EXCLAIM
0x0722	0x2401      	ADDWF       R1, 0 
0x0724	0x6EF6      	MOVWF       4086 
0x0726	0x0E17      	MOVLW       hi_addr(_letter_EXCLAIM)
0x0728	0x2002      	ADDWFC      R2, 0 
0x072A	0x6EF7      	MOVWF       TBLPTRH 
0x072C	0x0E00      	MOVLW       higher_addr(_letter_EXCLAIM)
0x072E	0x6EF8      	MOVWF       TBLPTRU 
0x0730	0x0E00      	MOVLW       0
0x0732	0xBE02      	BTFSC       R2, 7 
0x0734	0x0EFF      	MOVLW       255
0x0736	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0738	0x0009      	TBLRD*+
0x073A	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x073E	0xD282      	BRA         L_printChar165
L_printChar164:
;pov++.c,514 :: 		else if(letter == '@') PORTA = letter_AT[n];
0x0740	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0742	0x0A40      	XORLW       64
0x0744	0xE110      	BNZ         L_printChar166
0x0746	0x0ED3      	MOVLW       _letter_AT
0x0748	0x2401      	ADDWF       R1, 0 
0x074A	0x6EF6      	MOVWF       4086 
0x074C	0x0E15      	MOVLW       hi_addr(_letter_AT)
0x074E	0x2002      	ADDWFC      R2, 0 
0x0750	0x6EF7      	MOVWF       TBLPTRH 
0x0752	0x0E00      	MOVLW       higher_addr(_letter_AT)
0x0754	0x6EF8      	MOVWF       TBLPTRU 
0x0756	0x0E00      	MOVLW       0
0x0758	0xBE02      	BTFSC       R2, 7 
0x075A	0x0EFF      	MOVLW       255
0x075C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x075E	0x0009      	TBLRD*+
0x0760	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0764	0xD26F      	BRA         L_printChar167
L_printChar166:
;pov++.c,515 :: 		else if(letter == '#') PORTA = letter_NUM[n];
0x0766	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0768	0x0A23      	XORLW       35
0x076A	0xE110      	BNZ         L_printChar168
0x076C	0x0EDB      	MOVLW       _letter_NUM
0x076E	0x2401      	ADDWF       R1, 0 
0x0770	0x6EF6      	MOVWF       4086 
0x0772	0x0E15      	MOVLW       hi_addr(_letter_NUM)
0x0774	0x2002      	ADDWFC      R2, 0 
0x0776	0x6EF7      	MOVWF       TBLPTRH 
0x0778	0x0E00      	MOVLW       higher_addr(_letter_NUM)
0x077A	0x6EF8      	MOVWF       TBLPTRU 
0x077C	0x0E00      	MOVLW       0
0x077E	0xBE02      	BTFSC       R2, 7 
0x0780	0x0EFF      	MOVLW       255
0x0782	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0784	0x0009      	TBLRD*+
0x0786	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x078A	0xD25C      	BRA         L_printChar169
L_printChar168:
;pov++.c,516 :: 		else if(letter == '$') PORTA = letter_DOLLAR[n];
0x078C	0x501D      	MOVF        FARG_printChar_letter, 0 
0x078E	0x0A24      	XORLW       36
0x0790	0xE110      	BNZ         L_printChar170
0x0792	0x0EC3      	MOVLW       _letter_DOLLAR
0x0794	0x2401      	ADDWF       R1, 0 
0x0796	0x6EF6      	MOVWF       4086 
0x0798	0x0E15      	MOVLW       hi_addr(_letter_DOLLAR)
0x079A	0x2002      	ADDWFC      R2, 0 
0x079C	0x6EF7      	MOVWF       TBLPTRH 
0x079E	0x0E00      	MOVLW       higher_addr(_letter_DOLLAR)
0x07A0	0x6EF8      	MOVWF       TBLPTRU 
0x07A2	0x0E00      	MOVLW       0
0x07A4	0xBE02      	BTFSC       R2, 7 
0x07A6	0x0EFF      	MOVLW       255
0x07A8	0x22F8      	ADDWFC      TBLPTRU, 1 
0x07AA	0x0009      	TBLRD*+
0x07AC	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x07B0	0xD249      	BRA         L_printChar171
L_printChar170:
;pov++.c,517 :: 		else if(letter == '%') PORTA = letter_PERCENT[n];
0x07B2	0x501D      	MOVF        FARG_printChar_letter, 0 
0x07B4	0x0A25      	XORLW       37
0x07B6	0xE110      	BNZ         L_printChar172
0x07B8	0x0ECB      	MOVLW       _letter_PERCENT
0x07BA	0x2401      	ADDWF       R1, 0 
0x07BC	0x6EF6      	MOVWF       4086 
0x07BE	0x0E15      	MOVLW       hi_addr(_letter_PERCENT)
0x07C0	0x2002      	ADDWFC      R2, 0 
0x07C2	0x6EF7      	MOVWF       TBLPTRH 
0x07C4	0x0E00      	MOVLW       higher_addr(_letter_PERCENT)
0x07C6	0x6EF8      	MOVWF       TBLPTRU 
0x07C8	0x0E00      	MOVLW       0
0x07CA	0xBE02      	BTFSC       R2, 7 
0x07CC	0x0EFF      	MOVLW       255
0x07CE	0x22F8      	ADDWFC      TBLPTRU, 1 
0x07D0	0x0009      	TBLRD*+
0x07D2	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x07D6	0xD236      	BRA         L_printChar173
L_printChar172:
;pov++.c,518 :: 		else if(letter == '^') PORTA = letter_CARRAT[n];
0x07D8	0x501D      	MOVF        FARG_printChar_letter, 0 
0x07DA	0x0A5E      	XORLW       94
0x07DC	0xE110      	BNZ         L_printChar174
0x07DE	0x0EF3      	MOVLW       _letter_CARRAT
0x07E0	0x2401      	ADDWF       R1, 0 
0x07E2	0x6EF6      	MOVWF       4086 
0x07E4	0x0E15      	MOVLW       hi_addr(_letter_CARRAT)
0x07E6	0x2002      	ADDWFC      R2, 0 
0x07E8	0x6EF7      	MOVWF       TBLPTRH 
0x07EA	0x0E00      	MOVLW       higher_addr(_letter_CARRAT)
0x07EC	0x6EF8      	MOVWF       TBLPTRU 
0x07EE	0x0E00      	MOVLW       0
0x07F0	0xBE02      	BTFSC       R2, 7 
0x07F2	0x0EFF      	MOVLW       255
0x07F4	0x22F8      	ADDWFC      TBLPTRU, 1 
0x07F6	0x0009      	TBLRD*+
0x07F8	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x07FC	0xD223      	BRA         L_printChar175
L_printChar174:
;pov++.c,519 :: 		else if(letter == '&') PORTA = letter_AMPERSAND[n];
0x07FE	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0800	0x0A26      	XORLW       38
0x0802	0xE110      	BNZ         L_printChar176
0x0804	0x0EFB      	MOVLW       _letter_AMPERSAND
0x0806	0x2401      	ADDWF       R1, 0 
0x0808	0x6EF6      	MOVWF       4086 
0x080A	0x0E15      	MOVLW       hi_addr(_letter_AMPERSAND)
0x080C	0x2002      	ADDWFC      R2, 0 
0x080E	0x6EF7      	MOVWF       TBLPTRH 
0x0810	0x0E00      	MOVLW       higher_addr(_letter_AMPERSAND)
0x0812	0x6EF8      	MOVWF       TBLPTRU 
0x0814	0x0E00      	MOVLW       0
0x0816	0xBE02      	BTFSC       R2, 7 
0x0818	0x0EFF      	MOVLW       255
0x081A	0x22F8      	ADDWFC      TBLPTRU, 1 
0x081C	0x0009      	TBLRD*+
0x081E	0xFF80CFF5  	MOVFF       TABLAT, PORTA
